432 , 488 , Utility , 2 , 2 , 257 , KTV
535 , 553 , Luxury , 8 , 4 , 416 , KTW
291 , 344 , Utility , 1 , 10 , 103 , KTX
536 , 590 , Utility , 1 , 9 , 264 , KTY
720 , 737 , Essential , 4 , 3 , 140 , KTZ
703 , 710 , Essential , 3 , 8 , 148 , KUU
702 , 800 , Essential , 6 , 9 , 583 , KUV
359 , 415 , Luxury , 4 , 5 , 376 , KUW
558 , 643 , Essential , 2 , 6 , 464 , KUX
297 , 391 , Luxury , 8 , 2 , 165 , KUY
316 , 399 , Utility , 8 , 4 , 146 , KUZ
720 , 802 , Luxury , 10 , 3 , 166 , KVV
411 , 469 , Luxury , 2 , 2 , 163 , KVW
533 , 543 , Luxury , 6 , 3 , 377 , KVX
582 , 611 , Utility , 3 , 10 , 278 , KVY
523 , 581 , Utility , 10 , 9 , 203 , KVZ
469 , 475 , Essential , 6 , 7 , 174 , KWW
251 , 277 , Utility , 3 , 3 , 365 , KWX
436 , 499 , Luxury , 9 , 9 , 471 , KWY
686 , 781 , Luxury , 3 , 4 , 152 , KWZ
504 , 504 , Utility , 3 , 4 , 390 , KXX
347 , 370 , Essential , 1 , 9 , 404 , KXY
631 , 654 , Essential , 8 , 6 , 439 , KXZ
388 , 477 , Essential , 1 , 6 , 502 , KYY
520 , 581 , Luxury , 7 , 7 , 166 , KYZ
301 , 367 , Utility , 2 , 4 , 542 , KZZ
