VLO , Generous , 5 , 7 , 540 , 65
VLP , Generous , 6 , 6 , 532 , 76
VLQ , Geek , 6 , 9 , 905 , 69
VLR , Geek , 7 , 5 , 782 , 82
VLS , Miser , 6 , 5 , 941 , 72
VLT , Geek , 6 , 10 , 918 , 85
VLU , Generous , 10 , 10 , 785 , 90
VLV , Miser , 10 , 8 , 505 , 99
VLW , Miser , 9 , 10 , 585 , 97
VLX , Generous , 6 , 9 , 643 , 76
VLY , Generous , 5 , 9 , 567 , 56
VLZ , Geek , 9 , 7 , 761 , 55
VMM , Geek , 6 , 6 , 792 , 91
VMN , Generous , 7 , 10 , 870 , 97
VMO , Generous , 7 , 8 , 940 , 50
VMP , Miser , 6 , 10 , 595 , 50
VMQ , Geek , 5 , 8 , 945 , 85
VMR , Generous , 6 , 5 , 918 , 64
VMS , Miser , 8 , 6 , 911 , 100
VMT , Miser , 6 , 8 , 872 , 67
VMU , Miser , 10 , 6 , 882 , 64
VMV , Geek , 10 , 8 , 838 , 100
VMW , Miser , 10 , 7 , 810 , 81
VMX , Miser , 10 , 5 , 848 , 89
VMY , Geek , 9 , 6 , 674 , 63
VMZ , Geek , 6 , 8 , 782 , 85
VNN , Geek , 8 , 7 , 573 , 93
VNO , Generous , 9 , 9 , 546 , 53
VNP , Miser , 10 , 9 , 755 , 80
VNQ , Geek , 8 , 10 , 619 , 61
VNR , Generous , 6 , 6 , 755 , 85
VNS , Miser , 8 , 8 , 818 , 56
VNT , Geek , 5 , 8 , 610 , 79
VNU , Geek , 5 , 8 , 722 , 67
VNV , Generous , 9 , 9 , 631 , 96
VNW , Generous , 9 , 5 , 814 , 66
VNX , Geek , 9 , 7 , 632 , 90
VNY , Generous , 6 , 10 , 611 , 75
VNZ , Miser , 7 , 6 , 741 , 56
VOO , Miser , 8 , 8 , 894 , 81
VOP , Generous , 7 , 8 , 520 , 83
VOQ , Generous , 7 , 7 , 916 , 94
VOR , Generous , 7 , 5 , 636 , 64
VOS , Geek , 8 , 6 , 880 , 75
VOT , Geek , 5 , 8 , 756 , 93
VOU , Miser , 10 , 7 , 928 , 77
VOV , Generous , 8 , 6 , 765 , 89
VOW , Generous , 8 , 5 , 809 , 53
VOX , Geek , 10 , 10 , 986 , 57
VOY , Miser , 5 , 6 , 891 , 100
VOZ , Geek , 7 , 5 , 662 , 59
VPP , Geek , 7 , 6 , 708 , 73
VPQ , Geek , 5 , 8 , 707 , 57
VPR , Miser , 10 , 5 , 682 , 84
VPS , Miser , 9 , 5 , 689 , 94
VPT , Generous , 9 , 8 , 839 , 51
VPU , Miser , 8 , 5 , 783 , 100
VPV , Generous , 8 , 10 , 968 , 65
VPW , Generous , 5 , 8 , 804 , 81
VPX , Miser , 10 , 9 , 626 , 57
VPY , Miser , 6 , 9 , 638 , 73
VPZ , Generous , 5 , 9 , 888 , 65
VQQ , Geek , 6 , 10 , 815 , 98
VQR , Generous , 10 , 10 , 726 , 50
VQS , Geek , 7 , 5 , 533 , 63
VQT , Generous , 6 , 8 , 551 , 75
VQU , Miser , 8 , 7 , 951 , 61
VQV , Geek , 5 , 10 , 966 , 51
VQW , Miser , 9 , 8 , 773 , 69
VQX , Generous , 10 , 6 , 765 , 59
VQY , Geek , 9 , 7 , 500 , 90
VQZ , Miser , 7 , 8 , 925 , 53
VRR , Geek , 10 , 7 , 956 , 51
VRS , Generous , 10 , 9 , 564 , 93
VRT , Geek , 7 , 10 , 716 , 80
VRU , Generous , 7 , 10 , 841 , 83
VRV , Generous , 7 , 9 , 977 , 58
VRW , Generous , 10 , 10 , 957 , 78
VRX , Generous , 6 , 9 , 896 , 81
VRY , Geek , 10 , 6 , 813 , 84
VRZ , Geek , 9 , 8 , 687 , 84
VSS , Generous , 5 , 9 , 721 , 66
VST , Generous , 8 , 6 , 663 , 98
VSU , Generous , 10 , 5 , 580 , 51
VSV , Generous , 5 , 10 , 638 , 54
VSW , Generous , 8 , 6 , 640 , 54
VSX , Geek , 7 , 10 , 686 , 66
VSY , Generous , 10 , 7 , 803 , 90
VSZ , Generous , 10 , 10 , 967 , 50
VTT , Geek , 5 , 10 , 708 , 64
VTU , Miser , 5 , 5 , 755 , 93
VTV , Geek , 10 , 6 , 959 , 57
VTW , Miser , 8 , 5 , 587 , 63
VTX , Miser , 10 , 9 , 932 , 79
VTY , Miser , 6 , 7 , 958 , 65
VTZ , Miser , 10 , 6 , 933 , 80
VUU , Geek , 10 , 6 , 952 , 59
VUV , Geek , 10 , 10 , 876 , 62
VUW , Generous , 10 , 9 , 850 , 62
VUX , Miser , 7 , 10 , 681 , 68
VUY , Miser , 6 , 6 , 575 , 53
VUZ , Geek , 5 , 10 , 823 , 96
VVV , Miser , 9 , 9 , 922 , 87
VVW , Geek , 7 , 6 , 943 , 62
VVX , Geek , 5 , 5 , 663 , 70
VVY , Generous , 6 , 8 , 939 , 64
VVZ , Miser , 6 , 6 , 674 , 96
VWW , Generous , 10 , 5 , 567 , 64
VWX , Geek , 7 , 8 , 669 , 78
VWY , Miser , 6 , 6 , 918 , 74
VWZ , Miser , 6 , 8 , 597 , 91
VXX , Miser , 7 , 5 , 555 , 53
VXY , Miser , 5 , 10 , 594 , 53
VXZ , Generous , 5 , 5 , 573 , 94
VYY , Miser , 6 , 10 , 855 , 56
VYZ , Geek , 6 , 9 , 908 , 86
VZZ , Generous , 5 , 9 , 763 , 69
