VCM , Geek , 5 , 6 , 647 , 84
VCN , Miser , 8 , 10 , 603 , 59
VCO , Generous , 9 , 6 , 845 , 69
VCP , Generous , 9 , 6 , 508 , 82
VCQ , Miser , 9 , 10 , 555 , 59
VCR , Generous , 5 , 10 , 621 , 80
VCS , Geek , 10 , 5 , 704 , 83
VCT , Miser , 8 , 5 , 946 , 68
VCU , Generous , 8 , 10 , 773 , 82
VCV , Generous , 10 , 8 , 503 , 57
VCW , Geek , 8 , 9 , 667 , 73
VCX , Generous , 5 , 5 , 738 , 80
VCY , Miser , 8 , 10 , 976 , 80
VCZ , Geek , 8 , 10 , 755 , 82
VDD , Miser , 9 , 8 , 668 , 78
VDE , Geek , 7 , 5 , 786 , 58
VDF , Geek , 5 , 5 , 867 , 84
VDG , Geek , 8 , 7 , 806 , 81
VDH , Geek , 7 , 8 , 970 , 82
VDI , Generous , 10 , 7 , 684 , 55
VDJ , Geek , 6 , 8 , 728 , 95
VDK , Miser , 9 , 10 , 773 , 55
VDL , Geek , 8 , 5 , 560 , 55
VDM , Generous , 8 , 7 , 822 , 93
VDN , Generous , 6 , 6 , 583 , 99
VDO , Generous , 8 , 9 , 773 , 91
VDP , Generous , 5 , 9 , 703 , 95
VDQ , Generous , 5 , 10 , 909 , 84
VDR , Generous , 8 , 10 , 571 , 89
VDS , Geek , 9 , 9 , 826 , 91
VDT , Miser , 8 , 10 , 906 , 56
VDU , Generous , 7 , 9 , 898 , 86
VDV , Miser , 9 , 9 , 510 , 88
VDW , Miser , 8 , 7 , 979 , 97
VDX , Generous , 6 , 10 , 505 , 62
VDY , Miser , 6 , 6 , 645 , 62
VDZ , Geek , 7 , 7 , 787 , 99
VEE , Miser , 5 , 6 , 999 , 58
VEF , Geek , 10 , 10 , 954 , 87
VEG , Generous , 9 , 7 , 789 , 78
VEH , Generous , 5 , 7 , 828 , 91
VEI , Miser , 6 , 6 , 854 , 53
VEJ , Geek , 5 , 8 , 928 , 91
VEK , Geek , 5 , 7 , 783 , 60
VEL , Geek , 5 , 9 , 768 , 79
VEM , Miser , 5 , 9 , 620 , 94
VEN , Miser , 10 , 7 , 959 , 53
VEO , Geek , 9 , 10 , 851 , 58
VEP , Miser , 7 , 10 , 768 , 83
VEQ , Generous , 9 , 5 , 867 , 67
VER , Geek , 8 , 8 , 651 , 53
VES , Generous , 10 , 6 , 652 , 55
VET , Miser , 5 , 10 , 656 , 54
VEU , Miser , 10 , 8 , 926 , 98
VEV , Geek , 6 , 6 , 766 , 50
VEW , Generous , 9 , 6 , 615 , 91
VEX , Generous , 6 , 5 , 927 , 74
VEY , Generous , 10 , 10 , 866 , 95
VEZ , Miser , 9 , 9 , 610 , 76
VFF , Geek , 8 , 10 , 530 , 74
VFG , Generous , 5 , 7 , 703 , 91
VFH , Geek , 5 , 6 , 968 , 55
VFI , Generous , 9 , 5 , 820 , 66
VFJ , Generous , 9 , 6 , 522 , 64
VFK , Generous , 9 , 9 , 813 , 93
VFL , Generous , 8 , 9 , 657 , 64
VFM , Miser , 10 , 7 , 586 , 63
VFN , Miser , 7 , 7 , 564 , 59
VFO , Geek , 5 , 8 , 969 , 98
VFP , Generous , 7 , 10 , 736 , 63
VFQ , Geek , 7 , 5 , 749 , 84
VFR , Geek , 10 , 10 , 936 , 83
VFS , Generous , 9 , 5 , 790 , 73
VFT , Geek , 7 , 6 , 715 , 93
VFU , Geek , 9 , 6 , 967 , 55
VFV , Geek , 6 , 8 , 949 , 100
VFW , Generous , 6 , 7 , 517 , 91
VFX , Miser , 7 , 6 , 646 , 86
VFY , Geek , 6 , 8 , 559 , 92
VFZ , Geek , 7 , 8 , 881 , 76
VGG , Generous , 5 , 8 , 768 , 86
VGH , Generous , 5 , 9 , 864 , 65
VGI , Miser , 5 , 6 , 517 , 97
VGJ , Generous , 5 , 9 , 632 , 50
VGK , Miser , 5 , 10 , 785 , 50
VGL , Miser , 7 , 8 , 701 , 62
VGM , Geek , 10 , 8 , 843 , 56
VGN , Generous , 7 , 7 , 671 , 51
VGO , Geek , 6 , 6 , 877 , 76
VGP , Geek , 8 , 5 , 579 , 82
VGQ , Miser , 6 , 7 , 745 , 84
VGR , Miser , 8 , 6 , 516 , 93
VGS , Geek , 6 , 9 , 596 , 64
VGT , Generous , 7 , 10 , 884 , 82
VGU , Miser , 9 , 10 , 545 , 89
VGV , Geek , 5 , 6 , 814 , 66
VGW , Miser , 9 , 5 , 569 , 69
VGX , Geek , 6 , 10 , 937 , 59
VGY , Miser , 6 , 6 , 825 , 100
VGZ , Generous , 6 , 7 , 561 , 85
VHH , Geek , 8 , 5 , 970 , 96
VHI , Miser , 6 , 6 , 599 , 91
VHJ , Geek , 8 , 8 , 851 , 64
VHK , Generous , 6 , 9 , 779 , 65
VHL , Generous , 10 , 10 , 719 , 66
VHM , Geek , 7 , 10 , 703 , 57
VHN , Miser , 9 , 9 , 989 , 67
VHO , Geek , 10 , 5 , 747 , 95
VHP , Miser , 8 , 5 , 752 , 73
VHQ , Miser , 8 , 5 , 621 , 78
VHR , Generous , 8 , 8 , 794 , 81
VHS , Geek , 5 , 8 , 757 , 50
VHT , Geek , 10 , 5 , 873 , 72
VHU , Geek , 6 , 6 , 905 , 85
VHV , Generous , 6 , 8 , 805 , 58
VHW , Geek , 9 , 7 , 884 , 85
VHX , Generous , 9 , 8 , 732 , 81
VHY , Geek , 9 , 5 , 835 , 85
VHZ , Miser , 5 , 10 , 515 , 69
VII , Generous , 5 , 5 , 554 , 66
VIJ , Geek , 7 , 10 , 503 , 67
VIK , Generous , 5 , 8 , 523 , 89
VIL , Miser , 5 , 9 , 680 , 64
VIM , Generous , 8 , 10 , 718 , 80
VIN , Generous , 8 , 6 , 570 , 100
VIO , Geek , 5 , 10 , 742 , 53
VIP , Miser , 8 , 8 , 611 , 63
VIQ , Miser , 8 , 7 , 669 , 88
VIR , Miser , 6 , 5 , 598 , 92
VIS , Geek , 6 , 5 , 690 , 57
VIT , Generous , 5 , 9 , 523 , 88
VIU , Miser , 5 , 8 , 959 , 50
VIV , Generous , 9 , 9 , 906 , 95
VIW , Miser , 7 , 9 , 821 , 72
VIX , Miser , 5 , 6 , 888 , 98
VIY , Geek , 5 , 9 , 587 , 65
VIZ , Geek , 7 , 9 , 826 , 52
VJJ , Generous , 10 , 5 , 657 , 68
VJK , Generous , 5 , 8 , 880 , 58
VJL , Miser , 5 , 8 , 897 , 92
VJM , Generous , 7 , 6 , 622 , 50
VJN , Generous , 6 , 9 , 744 , 52
VJO , Geek , 5 , 7 , 766 , 64
VJP , Geek , 5 , 5 , 782 , 77
VJQ , Miser , 10 , 6 , 798 , 73
VJR , Miser , 6 , 5 , 857 , 56
VJS , Miser , 8 , 8 , 898 , 61
VJT , Generous , 9 , 7 , 680 , 100
VJU , Generous , 5 , 8 , 726 , 85
VJV , Generous , 5 , 5 , 751 , 99
VJW , Miser , 5 , 5 , 834 , 73
VJX , Miser , 10 , 6 , 507 , 99
VJY , Miser , 9 , 6 , 977 , 85
VJZ , Generous , 7 , 5 , 627 , 65
VKK , Miser , 8 , 5 , 924 , 90
VKL , Miser , 5 , 5 , 759 , 70
VKM , Generous , 10 , 8 , 884 , 99
VKN , Geek , 9 , 9 , 516 , 85
VKO , Geek , 6 , 9 , 843 , 74
VKP , Miser , 6 , 7 , 998 , 82
VKQ , Miser , 6 , 5 , 713 , 56
VKR , Geek , 9 , 5 , 616 , 56
VKS , Generous , 10 , 10 , 813 , 97
VKT , Generous , 6 , 8 , 797 , 86
VKU , Geek , 10 , 10 , 881 , 82
VKV , Geek , 9 , 5 , 898 , 61
VKW , Miser , 10 , 9 , 720 , 65
VKX , Geek , 9 , 7 , 791 , 89
VKY , Geek , 6 , 5 , 638 , 56
VKZ , Geek , 9 , 9 , 583 , 69
VLL , Miser , 10 , 10 , 811 , 81
VLM , Generous , 7 , 10 , 943 , 78
VLN , Geek , 5 , 5 , 690 , 85
VLO , Generous , 8 , 6 , 860 , 78
VLP , Geek , 9 , 8 , 638 , 61
VLQ , Generous , 7 , 5 , 737 , 53
VLR , Miser , 8 , 7 , 620 , 68
VLS , Miser , 10 , 7 , 581 , 97
VLT , Generous , 5 , 10 , 934 , 84
VLU , Generous , 6 , 8 , 889 , 90
VLV , Geek , 7 , 5 , 730 , 56
VLW , Geek , 6 , 10 , 981 , 73
VLX , Geek , 10 , 5 , 734 , 85
VLY , Generous , 9 , 10 , 669 , 82
VLZ , Generous , 8 , 10 , 896 , 88
VMM , Generous , 5 , 8 , 507 , 74
VMN , Miser , 5 , 8 , 627 , 54
VMO , Miser , 10 , 7 , 891 , 86
VMP , Geek , 9 , 8 , 585 , 51
VMQ , Miser , 8 , 5 , 949 , 78
VMR , Miser , 9 , 10 , 695 , 91
VMS , Geek , 9 , 10 , 551 , 81
VMT , Generous , 6 , 7 , 952 , 68
VMU , Miser , 6 , 10 , 921 , 85
VMV , Miser , 6 , 8 , 617 , 70
VMW , Miser , 6 , 5 , 684 , 93
VMX , Miser , 9 , 10 , 820 , 57
VMY , Generous , 7 , 5 , 775 , 60
VMZ , Generous , 6 , 10 , 972 , 51
VNN , Geek , 7 , 7 , 583 , 57
VNO , Geek , 10 , 5 , 800 , 65
VNP , Miser , 9 , 9 , 786 , 58
VNQ , Miser , 6 , 8 , 568 , 96
VNR , Geek , 10 , 9 , 874 , 88
VNS , Geek , 7 , 5 , 981 , 95
VNT , Generous , 10 , 8 , 562 , 93
VNU , Miser , 6 , 10 , 539 , 67
VNV , Geek , 6 , 5 , 580 , 71
VNW , Miser , 7 , 7 , 791 , 74
VNX , Generous , 8 , 5 , 979 , 98
VNY , Geek , 7 , 8 , 902 , 87
VNZ , Generous , 7 , 9 , 717 , 72
VOO , Miser , 6 , 5 , 503 , 73
VOP , Geek , 8 , 6 , 921 , 82
VOQ , Geek , 9 , 8 , 727 , 77
VOR , Generous , 8 , 5 , 612 , 68
VOS , Generous , 6 , 10 , 723 , 57
VOT , Generous , 7 , 5 , 866 , 82
VOU , Miser , 6 , 8 , 557 , 72
VOV , Generous , 8 , 6 , 560 , 78
VOW , Geek , 7 , 8 , 961 , 78
VOX , Miser , 6 , 9 , 786 , 61
VOY , Geek , 5 , 5 , 867 , 99
VOZ , Geek , 6 , 10 , 956 , 66
VPP , Generous , 8 , 10 , 886 , 87
VPQ , Miser , 8 , 7 , 564 , 89
VPR , Generous , 5 , 5 , 510 , 98
VPS , Geek , 10 , 9 , 631 , 90
VPT , Generous , 6 , 7 , 670 , 75
VPU , Generous , 6 , 10 , 512 , 59
VPV , Miser , 9 , 8 , 607 , 69
VPW , Miser , 8 , 7 , 758 , 75
VPX , Miser , 9 , 5 , 519 , 63
VPY , Generous , 8 , 6 , 516 , 95
VPZ , Geek , 10 , 10 , 592 , 76
VQQ , Miser , 9 , 9 , 967 , 66
VQR , Generous , 10 , 9 , 700 , 88
VQS , Miser , 5 , 7 , 862 , 95
VQT , Generous , 8 , 9 , 874 , 70
VQU , Geek , 6 , 6 , 556 , 70
VQV , Generous , 6 , 7 , 821 , 99
VQW , Generous , 9 , 8 , 953 , 77
VQX , Generous , 7 , 8 , 536 , 87
VQY , Geek , 8 , 9 , 667 , 66
VQZ , Generous , 9 , 9 , 891 , 92
VRR , Geek , 6 , 7 , 893 , 71
VRS , Geek , 6 , 8 , 721 , 56
VRT , Geek , 8 , 6 , 601 , 96
VRU , Miser , 6 , 9 , 671 , 70
VRV , Miser , 9 , 8 , 755 , 71
VRW , Generous , 10 , 7 , 885 , 75
VRX , Miser , 8 , 5 , 575 , 50
VRY , Generous , 5 , 10 , 510 , 85
VRZ , Miser , 5 , 8 , 796 , 65
VSS , Miser , 7 , 10 , 874 , 77
VST , Geek , 8 , 6 , 568 , 53
VSU , Miser , 10 , 9 , 784 , 53
VSV , Miser , 5 , 6 , 833 , 60
VSW , Generous , 7 , 6 , 567 , 96
VSX , Generous , 10 , 8 , 927 , 79
VSY , Miser , 10 , 10 , 881 , 90
VSZ , Geek , 7 , 5 , 733 , 86
VTT , Generous , 7 , 7 , 802 , 66
VTU , Miser , 8 , 10 , 642 , 66
VTV , Generous , 5 , 6 , 538 , 91
VTW , Generous , 9 , 6 , 837 , 59
VTX , Generous , 10 , 5 , 647 , 59
VTY , Geek , 5 , 8 , 709 , 53
VTZ , Generous , 6 , 7 , 669 , 90
VUU , Generous , 9 , 7 , 843 , 92
VUV , Generous , 10 , 8 , 911 , 100
VUW , Miser , 6 , 5 , 514 , 68
VUX , Generous , 9 , 5 , 583 , 88
VUY , Generous , 6 , 10 , 511 , 79
VUZ , Miser , 6 , 8 , 566 , 76
VVV , Geek , 7 , 7 , 754 , 72
VVW , Geek , 6 , 10 , 945 , 76
VVX , Geek , 10 , 9 , 663 , 67
VVY , Geek , 10 , 9 , 568 , 85
VVZ , Generous , 8 , 8 , 903 , 78
VWW , Miser , 10 , 10 , 863 , 91
VWX , Geek , 6 , 7 , 595 , 99
VWY , Geek , 5 , 10 , 510 , 88
VWZ , Geek , 9 , 9 , 666 , 79
VXX , Generous , 9 , 6 , 656 , 83
VXY , Generous , 6 , 7 , 604 , 88
VXZ , Miser , 5 , 6 , 620 , 70
VYY , Geek , 8 , 5 , 778 , 50
VYZ , Generous , 9 , 5 , 984 , 83
VZZ , Geek , 5 , 7 , 864 , 85
